,ItinID,FarePerMile,Coupons,Origin,RoundTrip,OnLine,RPCarrier,Passengers,ItinFare,BulkFare,Distance,DistanceGroup,MilesFlown,OriginState
3237567,201614108077,0.542,3,MDW,1.0,1.0,WN,2.0,936.0,0.0,1727.0,4,1727.0,IL
811795,20161711705,0.1519,2,ORD,1.0,1.0,AA,6.0,206.0,0.0,1356.0,3,1356.0,IL
156033,201612865072,0.1914,2,ORD,1.0,0.0,OO,1.0,340.0,0.0,1776.0,4,1776.0,IL
924046,201612538159,0.4404,1,ORD,0.0,1.0,MQ,2.0,325.0,0.0,738.0,2,738.0,IL
1902364,2016161892,0.1368,4,ORD,1.0,0.0,9E,1.0,183.0,0.0,1338.0,3,1338.0,IL
2743162,201613495377,0.1595,2,ORD,1.0,0.0,UA,1.0,295.0,0.0,1850.0,4,1850.0,IL
2936926,201613502067,0.5041,2,ORD,1.0,0.0,UA,1.0,739.0,0.0,1466.0,3,1466.0,IL
146570,20161691638,0.1166,2,ORD,1.0,1.0,AA,8.0,187.0,0.0,1604.0,4,1604.0,IL
2614173,20161685678,0.1802,7,ORD,1.0,0.0,AA,1.0,538.0,0.0,2986.0,6,2986.0,IL
871111,201611936793,0.6976,2,ORD,1.0,1.0,DL,1.0,466.0,0.0,668.0,2,668.0,IL
610039,201613515064,0.0918,2,ORD,1.0,1.0,UA,16.0,316.0,0.0,3442.0,7,3442.0,IL
1780499,20161692833,0.0755,4,ORD,1.0,1.0,AA,1.0,329.0,0.0,4357.0,9,4357.0,IL
12526,201613479536,0.203,2,ORD,1.0,1.0,UA,2.0,352.0,0.0,1734.0,4,1734.0,IL
1085143,20161710983,0.4263,1,ORD,0.0,1.0,AA,1.0,289.0,0.0,678.0,2,678.0,IL
222421,20161700737,0.2258,2,ORD,1.0,1.0,AA,6.0,331.0,0.0,1466.0,3,1466.0,IL
334664,201613488914,0.1468,2,ORD,1.0,1.0,UA,3.0,347.0,0.0,2364.0,5,2364.0,IL
860163,20161716904,0.173,2,ORD,1.0,1.0,AA,2.0,578.0,0.0,3342.0,7,3342.0,IL
71245,20161706516,0.0881,2,ORD,1.0,0.0,AA,1.0,211.0,0.0,2394.0,5,2394.0,IL
557592,20161693617,0.7426,2,ORD,1.0,0.0,AA,1.0,349.0,0.0,470.0,1,470.0,IL
2657415,20161698170,0.0519,2,ORD,1.0,0.0,AA,3.0,181.0,0.0,3488.0,7,3488.0,IL
743303,20161710226,0.16,2,ORD,1.0,1.0,AA,2.0,366.0,0.0,2288.0,5,2288.0,IL
1548753,201612291134,0.4312,2,ORD,1.0,1.0,EV,1.0,476.0,0.0,1104.0,3,1104.0,IL
425191,201612862816,0.2425,2,ORD,1.0,1.0,OO,1.0,260.0,0.0,1072.0,3,1072.0,IL
2657422,20161706468,0.0756,2,ORD,1.0,1.0,AA,7.0,181.0,0.0,2394.0,5,2394.0,IL
753751,201614098151,0.1074,2,MDW,1.0,1.0,WN,38.0,127.0,0.0,1182.0,3,1182.0,IL
2151392,201614106740,0.2789,4,MDW,1.0,1.0,WN,1.0,627.0,0.0,2248.0,5,2248.0,IL
2532252,201611068236,0.0708,5,ORD,1.0,0.0,AS,1.0,617.0,0.0,8713.0,18,8713.0,IL
2902917,201614115571,0.267,2,MDW,1.0,1.0,WN,3.0,771.0,0.0,2888.0,6,2888.0,IL
240542,20161706812,0.1454,2,ORD,1.0,1.0,AA,1.0,348.0,0.0,2394.0,5,2394.0,IL
76480,20161703308,0.1179,2,ORD,1.0,1.0,AA,1.0,237.0,0.0,2010.0,5,2010.0,IL
120261,201612541260,0.6506,2,ORD,1.0,1.0,MQ,2.0,687.0,0.0,1056.0,3,1056.0,IL
1108546,201613518879,0.1342,1,ORD,0.0,1.0,UA,3.0,278.0,0.0,2072.0,5,2072.0,IL
919861,201613480129,0.2476,1,ORD,0.0,1.0,UA,2.0,154.0,0.0,622.0,2,622.0,IL
974286,20161718153,0.4167,1,ORD,0.0,1.0,AA,1.0,718.0,0.0,1723.0,4,1723.0,IL
1117455,201614108013,0.2638,1,MDW,0.0,1.0,WN,5.0,224.0,0.0,849.0,2,849.0,IL
375691,201613492663,0.5612,2,ORD,1.0,1.0,UA,1.0,660.0,0.0,1176.0,3,1176.0,IL
124275,20161703419,0.1433,2,ORD,1.0,1.0,AA,1.0,288.0,0.0,2010.0,5,2010.0,IL
1556826,201612424264,0.3096,2,ORD,1.0,0.0,G7,2.0,535.0,0.0,1728.0,4,1728.0,IL
3239720,201613483984,0.2919,3,ORD,1.0,1.0,UA,1.0,717.0,0.0,2456.0,5,2456.0,IL
3035110,201614112975,0.1516,3,MDW,1.0,1.0,WN,1.0,291.0,0.0,1919.0,4,1919.0,IL
2811948,201612423630,0.3055,2,ORD,1.0,0.0,G7,1.0,490.0,0.0,1604.0,4,1604.0,IL
827328,201614100933,0.1956,2,MDW,1.0,1.0,WN,6.0,239.0,0.0,1222.0,3,1222.0,IL
3037000,20161708484,0.1722,3,ORD,1.0,0.0,AA,1.0,761.0,0.0,4420.0,9,4420.0,IL
1052734,201612292949,1.014,1,ORD,0.0,1.0,EV,1.0,290.0,0.0,286.0,1,286.0,IL
2740342,201614113523,0.1337,2,MDW,0.0,1.0,WN,1.0,295.0,0.0,2206.0,5,2206.0,IL
553329,20161720354,0.1054,2,ORD,1.0,1.0,AA,2.0,389.0,0.0,3692.0,8,3692.0,IL
1404571,201614105951,0.126,2,MDW,1.0,1.0,WN,2.0,294.0,0.0,2334.0,5,2334.0,IL
268236,201613519223,0.1373,2,ORD,1.0,1.0,UA,1.0,569.0,0.0,4144.0,9,4144.0,IL
1152053,20161710947,0.3053,1,ORD,0.0,1.0,AA,1.0,207.0,0.0,678.0,2,678.0,IL
3008984,201612615519,0.0611,3,ORD,1.0,1.0,NK,1.0,190.0,0.0,3110.0,7,3110.0,IL
849386,201614119202,0.1716,2,MDW,1.0,1.0,WN,7.0,432.0,0.0,2518.0,6,2518.0,IL
2696279,201612289762,0.5212,2,ORD,1.0,1.0,EV,1.0,590.0,0.0,1132.0,3,1132.0,IL
1517674,201614114689,0.232,2,MDW,1.0,1.0,WN,13.0,310.0,0.0,1336.0,3,1336.0,IL
2992292,20161693845,0.3615,2,ORD,1.0,1.0,AA,2.0,728.0,0.0,2014.0,5,2014.0,IL
1231803,201612617918,0.1633,1,ORD,0.0,1.0,NK,5.0,123.0,0.0,753.0,2,753.0,IL
3159286,201612867852,0.1889,3,ORD,1.0,0.0,OO,1.0,662.0,0.0,3505.0,8,3505.0,IL
991836,201612542457,0.5815,1,ORD,0.0,1.0,MQ,1.0,353.0,0.0,607.0,2,607.0,IL
2360602,201611830314,0.3961,4,MDW,1.0,1.0,DL,1.0,900.0,0.0,2272.0,5,2272.0,IL
31837,201613497594,0.105,2,ORD,1.0,0.0,UA,1.0,318.0,0.0,3028.0,7,3028.0,IL
1129722,201612615598,0.1058,1,ORD,0.0,1.0,NK,3.0,125.0,0.0,1182.0,3,1182.0,IL
1480552,201614120119,0.8506,2,MDW,1.0,1.0,WN,2.0,427.0,0.0,502.0,2,502.0,IL
1360816,201613481283,0.4474,1,ORD,0.0,1.0,UA,1.0,268.0,0.0,599.0,2,599.0,IL
1155105,201613515489,0.0785,1,ORD,0.0,1.0,UA,1.0,145.0,0.0,1846.0,4,1846.0,IL
979359,201614116334,0.2199,1,MDW,0.0,1.0,WN,6.0,139.0,0.0,632.0,2,632.0,IL
1018451,201612534873,0.462,1,ORD,0.0,1.0,MQ,1.0,219.0,0.0,474.0,1,474.0,IL
431173,201614111993,0.4035,2,MDW,1.0,1.0,WN,1.0,799.0,0.0,1980.0,4,1980.0,IL
928192,201612292647,0.6008,1,ORD,0.0,1.0,EV,1.0,319.0,0.0,531.0,2,531.0,IL
2664816,201614111031,0.5037,2,MDW,1.0,1.0,WN,1.0,408.0,0.0,810.0,2,810.0,IL
966358,201611271500,0.1178,1,ORD,0.0,1.0,B6,5.0,244.0,0.0,2072.0,5,2072.0,IL
3405,2016163068,0.9611,2,ORD,1.0,0.0,9E,1.0,642.0,0.0,668.0,2,668.0,IL
2008686,201612868471,0.1836,4,ORD,1.0,0.0,OO,1.0,594.0,0.0,3236.0,7,3236.0,IL
2756293,20161711712,0.1563,2,ORD,1.0,1.0,AA,1.0,212.0,0.0,1356.0,3,1356.0,IL
128255,201614104347,0.0905,2,MDW,1.0,1.0,WN,14.0,162.0,0.0,1790.0,4,1790.0,IL
628192,20161698333,0.0892,2,ORD,1.0,1.0,AA,2.0,311.0,0.0,3488.0,7,3488.0,IL
933843,201612422285,0.17,1,ORD,0.0,1.0,G7,9.0,103.0,0.0,606.0,2,606.0,IL
3096680,20161685159,0.1513,3,ORD,1.0,1.0,AA,1.0,353.0,0.0,2333.0,5,2333.0,IL
354772,201613485875,0.1727,2,ORD,1.0,0.0,UA,1.0,277.0,0.0,1604.0,4,1604.0,IL
834464,201612831802,0.151,2,MDW,0.0,0.0,OO,3.0,264.0,0.0,1748.0,4,1748.0,IL
988455,201612615650,0.3849,1,ORD,0.0,1.0,NK,1.0,455.0,0.0,1182.0,3,1182.0,IL
1504901,201614563402,0.2044,2,ORD,1.0,0.0,YX,1.0,363.0,0.0,1776.0,4,1776.0,IL
3066301,201614099551,0.0851,3,MDW,1.0,1.0,WN,1.0,298.0,0.0,3503.0,8,3503.0,IL
1644984,201613501732,0.2681,2,ORD,1.0,1.0,UA,1.0,393.0,0.0,1466.0,3,1466.0,IL
67222,201612535196,0.1696,2,ORD,1.0,1.0,MQ,1.0,211.0,0.0,1244.0,3,1244.0,IL
1631957,201614118610,0.0682,2,MDW,1.0,1.0,WN,1.0,253.0,0.0,3710.0,8,3710.0,IL
1210541,201612288074,0.1749,1,ORD,0.0,1.0,EV,1.0,106.0,0.0,606.0,2,606.0,IL
387334,201614098539,0.1917,2,MDW,0.0,1.0,WN,1.0,241.0,0.0,1257.0,3,1257.0,IL
147786,201614101622,0.3078,2,MDW,1.0,1.0,WN,3.0,189.0,0.0,614.0,2,614.0,IL
58762,201614115557,0.2548,2,MDW,1.0,1.0,WN,1.0,736.0,0.0,2888.0,6,2888.0,IL
3119539,201614110129,0.1922,3,MDW,1.0,0.0,WN,1.0,276.0,0.0,1453.0,3,1436.0,IL
1291191,201612424602,1.938,1,ORD,0.0,1.0,G7,1.0,781.0,0.0,403.0,1,403.0,IL
799429,201613482784,0.1585,2,ORD,1.0,0.0,UA,1.0,194.0,0.0,1224.0,3,1224.0,IL
1539708,201612541738,0.7185,2,ORD,1.0,1.0,MQ,2.0,411.0,0.0,572.0,2,572.0,IL
1540458,20161705199,0.2216,2,ORD,0.0,1.0,AA,1.0,469.0,0.0,2116.0,5,2116.0,IL
3007616,201613509595,0.3532,3,ORD,1.0,0.0,UA,1.0,302.0,0.0,1443.0,3,855.0,IL
1265794,201611271020,0.1932,1,ORD,0.0,1.0,B6,2.0,143.0,0.0,740.0,2,740.0,IL
1594346,201612291204,0.3423,2,ORD,1.0,1.0,EV,1.0,319.0,0.0,932.0,2,932.0,IL
1278314,201614112169,0.5896,1,MDW,0.0,1.0,WN,15.0,283.0,0.0,480.0,1,480.0,IL
371534,201613506745,0.1619,2,ORD,1.0,1.0,UA,3.0,271.0,0.0,1674.0,4,1674.0,IL
2979688,201614117684,0.2176,2,MDW,1.0,1.0,WN,2.0,752.0,0.0,3456.0,7,3456.0,IL
912018,201614107796,0.202,1,MDW,0.0,1.0,WN,1.0,119.0,0.0,589.0,2,589.0,IL
1594885,201612537563,0.2218,2,ORD,1.0,1.0,MQ,1.0,319.0,0.0,1438.0,3,1438.0,IL
3349185,201611931186,0.2987,4,ORD,1.0,0.0,DL,1.0,431.0,0.0,1443.0,3,1443.0,IL
2820102,201613503375,0.2494,2,ORD,1.0,0.0,UA,1.0,201.0,0.0,806.0,2,806.0,IL
1303915,201613483253,0.705,1,ORD,0.0,1.0,UA,1.0,626.0,0.0,888.0,2,888.0,IL
3210946,201613498781,0.4014,3,ORD,1.0,0.0,UA,1.0,755.0,0.0,3755.0,8,1881.0,IL
583945,201613517231,0.1135,2,ORD,1.0,1.0,UA,15.0,419.0,0.0,3692.0,8,3692.0,IL
870198,201612290947,1.8966,2,ORD,1.0,1.0,EV,2.0,679.0,0.0,358.0,1,358.0,IL
3082728,20161713153,0.0687,3,ORD,1.0,1.0,AA,1.0,244.0,0.0,3554.0,8,3554.0,IL
2658657,201612422482,0.1947,2,ORD,1.0,0.0,G7,1.0,236.0,0.0,1212.0,3,1212.0,IL
1041889,201612425536,0.8793,1,ORD,0.0,1.0,G7,1.0,568.0,0.0,646.0,2,646.0,IL
1561205,201613519618,0.156,2,ORD,1.0,1.0,UA,1.0,390.0,0.0,2500.0,6,2500.0,IL
2814681,201614121326,0.2875,2,MDW,1.0,1.0,WN,1.0,828.0,0.0,2880.0,6,2880.0,IL
665033,201613489043,0.1954,2,ORD,1.0,1.0,UA,2.0,462.0,0.0,2364.0,5,2364.0,IL
1253284,201613496814,0.9887,1,ORD,0.0,1.0,UA,1.0,175.0,0.0,177.0,1,177.0,IL
10607,201613047154,0.194,2,ORD,1.0,1.0,S5,1.0,279.0,0.0,1438.0,3,1438.0,IL
1563151,20161715342,0.1172,2,ORD,1.0,1.0,AA,1.0,387.0,0.0,3302.0,7,3302.0,IL
1719166,20161709217,0.2964,2,ORD,1.0,0.0,AA,1.0,198.0,0.0,668.0,2,668.0,IL
2836746,201612290957,2.6425,2,ORD,1.0,1.0,EV,1.0,946.0,0.0,358.0,1,358.0,IL
1390279,20161714029,0.1507,2,ORD,1.0,1.0,AA,1.0,434.0,0.0,2880.0,6,2880.0,IL
1295572,201613505279,0.1972,1,ORD,0.0,1.0,UA,7.0,236.0,0.0,1197.0,3,1197.0,IL
971853,20161712504,0.3729,1,ORD,0.0,1.0,AA,11.0,537.0,0.0,1440.0,3,1440.0,IL
918738,201613503683,0.4736,1,ORD,0.0,1.0,UA,7.0,476.0,0.0,1005.0,3,1005.0,IL
598731,201614119853,0.2531,2,MDW,0.0,1.0,WN,1.0,224.0,0.0,885.0,2,885.0,IL
3196690,201613046801,0.4783,3,ORD,1.0,0.0,S5,1.0,254.0,0.0,686.0,2,531.0,IL
460892,2016150955,0.1967,2,MDW,0.0,0.0,9E,1.0,141.0,0.0,717.0,2,717.0,IL
3394924,201613481323,0.1477,4,ORD,1.0,0.0,UA,1.0,325.0,0.0,2201.0,5,2201.0,IL
1431767,201613506940,0.3417,2,ORD,1.0,1.0,UA,1.0,572.0,0.0,1674.0,4,1674.0,IL
1386532,20161692043,0.3049,2,ORD,1.0,1.0,AA,2.0,489.0,0.0,1604.0,4,1604.0,IL
1796476,201611828997,0.1429,4,MDW,1.0,1.0,DL,1.0,243.0,0.0,1700.0,4,1700.0,IL
1724369,201614563455,0.464,2,ORD,1.0,0.0,YX,1.0,824.0,0.0,1776.0,4,1776.0,IL
1690793,201613521732,0.1759,2,ORD,1.0,1.0,UA,3.0,356.0,0.0,2024.0,5,2024.0,IL
1738462,201614110276,0.16,2,MDW,1.0,1.0,WN,1.0,232.0,0.0,1450.0,3,1450.0,IL
1111977,201612865051,0.2432,1,ORD,0.0,1.0,OO,1.0,216.0,0.0,888.0,2,888.0,IL
46019,201613495290,0.1168,2,ORD,1.0,0.0,UA,3.0,216.0,0.0,1850.0,4,1850.0,IL
790517,20161682189,0.1655,2,ORD,1.0,1.0,AA,5.0,287.0,0.0,1734.0,4,1734.0,IL
3190347,201613486704,0.4068,3,ORD,1.0,0.0,UA,1.0,559.0,0.0,1441.0,3,1374.0,IL
2791205,201613486379,0.4409,2,ORD,1.0,1.0,UA,1.0,888.0,0.0,2014.0,5,2014.0,IL
2004973,20161708497,0.1112,4,ORD,1.0,1.0,AA,1.0,510.0,0.0,4587.0,10,4587.0,IL
3229216,20161723413,0.1478,3,ORD,1.0,1.0,AA,2.0,313.0,0.0,2118.0,5,2118.0,IL
493367,201613487665,0.3255,2,ORD,1.0,0.0,UA,2.0,468.0,0.0,1438.0,3,1438.0,IL
3142756,201614098432,0.1483,3,MDW,1.0,1.0,WN,1.0,273.0,0.0,1841.0,4,1841.0,IL
3715,201612293510,0.5487,2,ORD,1.0,1.0,EV,1.0,642.0,0.0,1170.0,3,1170.0,IL
276092,20161711920,0.3083,2,ORD,1.0,1.0,AA,1.0,418.0,0.0,1356.0,3,1356.0,IL
1932009,201614102985,0.1273,4,MDW,1.0,1.0,WN,1.0,378.0,0.0,2969.0,6,2969.0,IL
3015772,201614112139,0.2043,3,MDW,1.0,0.0,WN,1.0,406.0,0.0,2068.0,5,1987.0,IL
699334,201613479402,0.1309,2,ORD,1.0,1.0,UA,2.0,227.0,0.0,1734.0,4,1734.0,IL
2238602,20161708414,0.1102,4,ORD,1.0,1.0,AA,1.0,508.0,0.0,4608.0,10,4608.0,IL
2734303,20161692648,0.3079,2,ORD,0.0,1.0,AA,1.0,323.0,0.0,1049.0,3,1049.0,IL
986561,201614100564,0.2488,1,MDW,0.0,1.0,WN,1.0,152.0,0.0,611.0,2,611.0,IL
1046217,20161688130,0.1137,1,ORD,0.0,1.0,AA,12.0,101.0,0.0,888.0,2,888.0,IL
40395,201612618493,0.1132,2,ORD,1.0,1.0,NK,1.0,326.0,0.0,2880.0,6,2880.0,IL
623191,20161703251,0.104,2,ORD,1.0,1.0,AA,2.0,209.0,0.0,2010.0,5,2010.0,IL
245990,20161718447,0.0978,2,ORD,1.0,1.0,AA,1.0,337.0,0.0,3446.0,7,3446.0,IL
2983664,201614100352,0.4907,2,MDW,1.0,1.0,WN,5.0,845.0,0.0,1722.0,4,1722.0,IL
161339,201613501921,0.352,2,ORD,1.0,0.0,UA,1.0,516.0,0.0,1466.0,3,1466.0,IL
3263201,201614105457,0.3621,3,MDW,1.0,0.0,WN,1.0,520.0,0.0,1453.0,3,1436.0,IL
1500698,201613497795,0.1529,2,ORD,1.0,1.0,UA,5.0,463.0,0.0,3028.0,7,3028.0,IL
27299,201613488905,0.143,2,ORD,1.0,0.0,UA,1.0,338.0,0.0,2364.0,5,2364.0,IL
3043485,201614100787,0.198,3,MDW,1.0,0.0,WN,1.0,240.0,0.0,1242.0,3,1212.0,IL
607388,201612291052,1.3065,2,ORD,1.0,1.0,EV,1.0,844.0,0.0,646.0,2,646.0,IL
104337,20161698577,0.1565,2,ORD,1.0,1.0,AA,8.0,546.0,0.0,3488.0,7,3488.0,IL
1377271,201614103841,0.2246,2,MDW,1.0,1.0,WN,1.0,270.0,0.0,1202.0,3,1202.0,IL
1608979,20161715003,0.2199,2,ORD,0.0,1.0,AA,1.0,391.0,0.0,1778.0,4,1778.0,IL
3258071,201613479209,0.4156,3,ORD,1.0,0.0,UA,1.0,470.0,0.0,1883.0,4,1131.0,IL
83508,201613504113,0.1537,2,ORD,1.0,1.0,UA,16.0,309.0,0.0,2010.0,5,2010.0,IL
3381908,20161684176,0.1716,4,ORD,1.0,0.0,AA,1.0,269.0,0.0,1568.0,4,1568.0,IL
130211,201612617495,0.1274,2,ORD,1.0,1.0,NK,7.0,256.0,0.0,2010.0,5,2010.0,IL
2909939,201612867787,0.4447,2,ORD,1.0,0.0,OO,1.0,603.0,0.0,1356.0,3,1356.0,IL
3120871,201614101606,0.7559,3,MDW,1.0,0.0,WN,2.0,446.0,0.0,702.0,2,590.0,IL
90957,20161717729,0.2473,2,ORD,1.0,1.0,AA,1.0,554.0,0.0,2240.0,5,2240.0,IL
801707,20161716726,0.3638,2,ORD,1.0,1.0,AA,1.0,470.0,0.0,1292.0,3,1292.0,IL
402465,201612425776,0.2094,2,ORD,1.0,0.0,G7,2.0,436.0,0.0,2082.0,5,2082.0,IL
801712,20161720921,0.1094,2,ORD,0.0,0.0,AA,1.0,470.0,0.0,4295.0,9,4295.0,IL
2723643,201612863309,0.166,2,ORD,1.0,1.0,OO,1.0,477.0,0.0,2874.0,6,2874.0,IL
221391,201613504151,0.1647,2,ORD,1.0,0.0,UA,1.0,331.0,0.0,2010.0,5,2010.0,IL
497008,201613478026,0.2318,2,ORD,1.0,1.0,UA,1.0,281.0,0.0,1212.0,3,1212.0,IL
527100,201612616898,0.0889,2,ORD,0.0,1.0,NK,1.0,176.0,0.0,1980.0,4,1980.0,IL
3348945,201611830044,0.157,4,MDW,1.0,1.0,DL,1.0,372.0,0.0,2370.0,5,2370.0,IL
2928364,201611337596,0.3265,2,MDW,0.0,0.0,CP,1.0,223.0,0.0,683.0,2,683.0,IL
1722485,201613503986,0.1139,2,ORD,1.0,1.0,UA,15.0,229.0,0.0,2010.0,5,2010.0,IL
2798348,201613505905,0.2669,2,ORD,1.0,0.0,UA,2.0,639.0,0.0,2394.0,5,2394.0,IL
287472,201613046135,0.8615,2,ORD,1.0,0.0,S5,1.0,510.0,0.0,592.0,2,592.0,IL
2762575,201612864973,0.4706,2,ORD,1.0,0.0,OO,1.0,576.0,0.0,1224.0,3,1224.0,IL
407498,20161693815,0.3148,2,ORD,1.0,1.0,AA,1.0,634.0,0.0,2014.0,5,2014.0,IL
658732,201612291540,0.2709,2,ORD,1.0,0.0,EV,1.0,266.0,0.0,982.0,2,982.0,IL
1510866,20161723225,0.9549,2,ORD,0.0,0.0,AA,1.0,360.0,0.0,377.0,1,377.0,IL
1269502,201612540765,2.0751,1,ORD,0.0,1.0,MQ,1.0,857.0,0.0,413.0,1,413.0,IL
929719,201613048979,0.7063,1,ORD,0.0,1.0,S5,1.0,202.0,0.0,286.0,1,286.0,IL
1781636,201614106297,0.0779,4,MDW,1.0,1.0,WN,1.0,342.0,0.0,4389.0,9,4389.0,IL
956716,20161722783,0.8721,1,ORD,0.0,1.0,AA,1.0,225.0,0.0,258.0,1,258.0,IL
874907,201611930588,0.2706,1,ORD,0.0,1.0,DL,1.0,164.0,0.0,606.0,2,606.0,IL
1551451,201614114171,0.5348,2,MDW,1.0,1.0,WN,1.0,753.0,0.0,1408.0,3,1408.0,IL
1687434,20161712007,0.4336,2,ORD,1.0,0.0,AA,1.0,588.0,0.0,1356.0,3,1356.0,IL
298027,201612862634,0.3705,2,ORD,1.0,0.0,OO,1.0,449.0,0.0,1212.0,3,1212.0,IL
3047584,201612535046,0.1864,3,ORD,1.0,0.0,MQ,1.0,410.0,0.0,4399.0,9,2200.0,IL
697615,201612289886,0.2038,2,ORD,1.0,1.0,EV,1.0,227.0,0.0,1114.0,3,1114.0,IL
2891899,201613480478,0.6439,2,ORD,1.0,1.0,UA,1.0,801.0,0.0,1244.0,3,1244.0,IL
1130971,201613521270,0.164,1,ORD,0.0,1.0,UA,2.0,166.0,0.0,1012.0,3,1012.0,IL
2899754,201612364161,0.0527,2,ORD,1.0,1.0,F9,3.0,118.0,0.0,2240.0,5,2240.0,IL
932236,201614118298,0.165,1,MDW,0.0,1.0,WN,10.0,286.0,0.0,1733.0,4,1733.0,IL
253465,201613494447,0.4218,2,ORD,0.0,0.0,UA,1.0,475.0,0.0,1126.0,3,1126.0,IL
2916784,201612861897,0.4945,2,ORD,1.0,0.0,OO,1.0,715.0,0.0,1446.0,3,1446.0,IL
3446855,201614104898,0.1448,4,MDW,1.0,1.0,WN,1.0,543.0,0.0,3750.0,8,3750.0,IL
1250529,20161719744,0.0943,1,ORD,0.0,1.0,AA,5.0,174.0,0.0,1846.0,4,1846.0,IL
865913,201612864408,1.3295,2,ORD,1.0,0.0,OO,1.0,702.0,0.0,528.0,2,528.0,IL
3119540,201614111172,0.0794,3,MDW,1.0,1.0,WN,1.0,276.0,0.0,3478.0,7,3478.0,IL
889314,20161719823,0.1603,1,ORD,0.0,1.0,AA,1.0,296.0,0.0,1846.0,4,1846.0,IL
1397060,20161690950,0.5008,2,ORD,0.0,1.0,AA,1.0,632.0,0.0,1262.0,3,1262.0,IL
550872,201613488968,0.1646,2,ORD,1.0,1.0,UA,3.0,389.0,0.0,2364.0,5,2364.0,IL
1586931,201614115522,0.222,2,MDW,1.0,1.0,WN,3.0,641.0,0.0,2888.0,6,2888.0,IL
1546767,201614563102,0.2827,2,ORD,1.0,0.0,YX,1.0,346.0,0.0,1224.0,3,1224.0,IL
791867,201612868728,0.2056,2,ORD,1.0,0.0,OO,1.0,514.0,0.0,2500.0,6,2500.0,IL
812504,20161683612,0.3084,2,ORD,0.0,0.0,AA,1.0,313.0,0.0,1015.0,3,1015.0,IL
866193,201613483017,0.6977,2,ORD,1.0,0.0,UA,1.0,854.0,0.0,1224.0,3,1224.0,IL
1526026,20161717519,0.1487,2,ORD,1.0,1.0,AA,3.0,333.0,0.0,2240.0,5,2240.0,IL
672679,201614099578,0.2975,2,MDW,1.0,1.0,WN,61.0,235.0,0.0,790.0,2,790.0,IL
1646488,201611271847,0.2257,2,ORD,0.0,1.0,B6,1.0,483.0,0.0,2140.0,5,2140.0,IL
924934,201612541415,0.4304,1,ORD,0.0,1.0,MQ,1.0,448.0,0.0,1041.0,3,1041.0,IL
3206128,201614106268,0.2279,3,MDW,1.0,1.0,WN,1.0,565.0,0.0,2479.0,5,2479.0,IL
1147996,201614097847,0.2267,1,MDW,0.0,1.0,WN,11.0,134.0,0.0,591.0,2,591.0,IL
697660,201612540055,0.2246,2,ORD,1.0,1.0,MQ,5.0,376.0,0.0,1674.0,4,1674.0,IL
2998358,201613484237,0.2033,3,ORD,1.0,0.0,UA,1.0,422.0,0.0,2076.0,5,2076.0,IL
1707376,201614109715,0.1249,2,MDW,1.0,1.0,WN,31.0,437.0,0.0,3500.0,8,3500.0,IL
2998657,201614113909,0.1291,3,MDW,1.0,1.0,WN,1.0,442.0,0.0,3424.0,7,3424.0,IL
831009,201614117992,0.1274,2,MDW,1.0,1.0,WN,4.0,264.0,0.0,2072.0,5,2072.0,IL
1719144,20161713642,0.0688,2,ORD,1.0,1.0,AA,1.0,198.0,0.0,2880.0,6,2880.0,IL
451235,201613501229,0.1269,2,ORD,1.0,0.0,UA,1.0,186.0,0.0,1466.0,3,1466.0,IL
73841,201613488780,0.1003,2,ORD,1.0,0.0,UA,2.0,237.0,0.0,2364.0,5,2364.0,IL
2317775,20161686198,0.2772,4,ORD,1.0,0.0,AA,1.0,398.0,0.0,1436.0,3,1436.0,IL
1097257,201612537361,0.2823,1,ORD,0.0,1.0,MQ,1.0,203.0,0.0,719.0,2,719.0,IL
2785479,201612533899,0.4289,2,ORD,1.0,1.0,MQ,1.0,869.0,0.0,2026.0,5,2026.0,IL
830996,201614108591,0.0868,2,MDW,1.0,1.0,WN,1.0,264.0,0.0,3042.0,7,3042.0,IL
686594,20161713574,0.0493,2,ORD,1.0,1.0,AA,2.0,142.0,0.0,2880.0,6,2880.0,IL
910056,201614103676,0.3894,1,MDW,0.0,1.0,WN,9.0,234.0,0.0,601.0,2,601.0,IL
1043443,201611270997,0.1365,1,ORD,0.0,1.0,B6,2.0,101.0,0.0,740.0,2,740.0,IL
2822636,20161720102,0.0544,2,ORD,1.0,1.0,AA,1.0,201.0,0.0,3692.0,8,3692.0,IL
1385580,201612864910,0.3448,2,ORD,1.0,1.0,OO,1.0,422.0,0.0,1224.0,3,1224.0,IL
2916785,201612862856,0.667,2,ORD,1.0,1.0,OO,1.0,715.0,0.0,1072.0,3,1072.0,IL
3309949,20161697730,0.1117,4,ORD,1.0,0.0,AA,1.0,535.0,0.0,4789.0,10,4789.0,IL
384781,201613519661,0.1828,2,ORD,1.0,1.0,UA,2.0,457.0,0.0,2500.0,6,2500.0,IL
887809,201612865757,1.6306,1,ORD,0.0,1.0,OO,1.0,256.0,0.0,157.0,1,157.0,IL
1736817,201614101057,0.5098,2,MDW,1.0,1.0,WN,1.0,623.0,0.0,1222.0,3,1222.0,IL
1623668,201613046549,0.2949,2,ORD,1.0,1.0,S5,1.0,361.0,0.0,1224.0,3,1224.0,IL
