,ItinID,FarePerMile,Coupons,Origin,RoundTrip,OnLine,RPCarrier,Passengers,ItinFare,BulkFare,Distance,DistanceGroup,MilesFlown,OriginState
1581506,201613520620,0.1581,2,ORD,1.0,1.0,UA,4.0,332.0,0.0,2100.0,5,2100.0,IL
3190765,201612617677,0.0767,3,ORD,1.0,1.0,NK,1.0,220.0,0.0,2870.0,6,2870.0,IL
776762,20161682241,0.1869,2,ORD,1.0,1.0,AA,1.0,324.0,0.0,1734.0,4,1734.0,IL
3199703,20161684669,0.1001,3,ORD,1.0,0.0,AA,1.0,209.0,0.0,2087.0,5,2087.0,IL
555978,201612867116,0.3683,2,ORD,1.0,0.0,OO,1.0,246.0,0.0,668.0,2,668.0,IL
3180493,20161721651,0.1525,3,ORD,1.0,0.0,AA,1.0,763.0,0.0,5004.0,11,5004.0,IL
2853816,20161717819,0.3183,2,ORD,1.0,1.0,AA,1.0,713.0,0.0,2240.0,5,2240.0,IL
1126181,201613500741,0.3629,1,ORD,0.0,1.0,UA,4.0,266.0,0.0,733.0,2,733.0,IL
1260408,201612535473,5.0255,1,ORD,0.0,1.0,MQ,1.0,985.0,0.0,196.0,1,196.0,IL
2662123,20161697672,0.0542,2,ORD,0.0,1.0,AA,1.0,236.0,0.0,4355.0,9,4355.0,IL
2916704,201613487796,0.4972,2,ORD,1.0,1.0,UA,1.0,715.0,0.0,1438.0,3,1438.0,IL
1212164,201612866130,0.1842,1,ORD,0.0,1.0,OO,1.0,135.0,0.0,733.0,2,733.0,IL
2716083,20161688758,0.3485,2,ORD,1.0,0.0,AA,1.0,619.0,0.0,1776.0,4,1776.0,IL
2562003,201611068252,0.2017,5,ORD,1.0,0.0,AS,1.0,794.0,0.0,3937.0,8,3937.0,IL
734935,201612616610,0.0456,2,ORD,1.0,1.0,NK,3.0,138.0,0.0,3028.0,7,3028.0,IL
1232195,20161699416,0.1678,1,ORD,0.0,1.0,AA,8.0,123.0,0.0,733.0,2,733.0,IL
313374,201612535494,1.1684,2,ORD,1.0,1.0,MQ,1.0,458.0,0.0,392.0,1,392.0,IL
133808,20161683291,0.2358,2,ORD,0.0,0.0,AA,1.0,162.0,0.0,687.0,2,687.0,IL
2662107,20161682086,0.1361,2,ORD,1.0,1.0,AA,2.0,236.0,0.0,1734.0,4,1734.0,IL
385020,201612538665,1.291,2,ORD,1.0,0.0,MQ,1.0,457.0,0.0,354.0,1,354.0,IL
2662096,20161713689,0.0819,2,ORD,1.0,1.0,AA,11.0,236.0,0.0,2880.0,6,2880.0,IL
1490075,201614118234,0.7306,2,MDW,1.0,1.0,WN,1.0,396.0,0.0,542.0,2,542.0,IL
1166244,201612536294,0.5016,1,ORD,0.0,1.0,MQ,2.0,158.0,0.0,315.0,1,315.0,IL
1106610,201612868235,0.1528,1,ORD,0.0,1.0,OO,7.0,191.0,0.0,1250.0,3,1250.0,IL
233890,201613505914,0.2761,2,ORD,1.0,0.0,UA,1.0,661.0,0.0,2394.0,5,2394.0,IL
910719,201614565391,0.7506,1,ORD,0.0,1.0,YX,1.0,310.0,0.0,413.0,1,413.0,IL
411431,201612291412,0.33,2,ORD,1.0,1.0,EV,1.0,392.0,0.0,1188.0,3,1188.0,IL
2751634,201613495240,0.0859,2,ORD,1.0,1.0,UA,6.0,159.0,0.0,1850.0,4,1850.0,IL
3304054,201614106738,0.1966,4,MDW,1.0,1.0,WN,1.0,442.0,0.0,2248.0,5,2248.0,IL
1000151,201613737175,0.2616,1,ORD,0.0,1.0,VX,1.0,483.0,0.0,1846.0,4,1846.0,IL
339280,201612615970,0.0833,2,ORD,1.0,1.0,NK,1.0,197.0,0.0,2364.0,5,2364.0,IL
1310836,20161710950,0.3171,1,ORD,0.0,1.0,AA,4.0,215.0,0.0,678.0,2,678.0,IL
3158102,20161683804,0.1529,3,ORD,1.0,1.0,AA,1.0,369.0,0.0,2413.0,5,2413.0,IL
692311,20161714683,0.0698,2,ORD,0.0,1.0,AA,1.0,146.0,0.0,2091.0,5,2091.0,IL
2808990,201613502042,0.4611,2,ORD,1.0,1.0,UA,1.0,676.0,0.0,1466.0,3,1466.0,IL
433336,201614108459,0.074,2,MDW,0.0,1.0,WN,1.0,130.0,0.0,1757.0,4,1757.0,IL
969,201612866663,0.5161,2,ORD,1.0,0.0,OO,1.0,416.0,0.0,806.0,2,806.0,IL
1556260,201614111895,0.2702,2,MDW,1.0,1.0,WN,5.0,535.0,0.0,1980.0,4,1980.0,IL
2317086,20161708576,0.1507,4,ORD,1.0,1.0,AA,1.0,704.0,0.0,4672.0,10,4672.0,IL
1322937,201612618096,0.0703,1,ORD,0.0,1.0,NK,1.0,129.0,0.0,1836.0,4,1836.0,IL
2728844,20161700697,0.2094,2,ORD,1.0,1.0,AA,3.0,307.0,0.0,1466.0,3,1466.0,IL
255839,201611933342,0.8115,2,ORD,0.0,1.0,DL,1.0,934.0,0.0,1151.0,3,1151.0,IL
2793134,201614111601,0.1061,2,MDW,1.0,1.0,WN,35.0,210.0,0.0,1980.0,4,1980.0,IL
145447,20161711519,0.3885,2,ORD,0.0,0.0,AA,1.0,296.0,0.0,762.0,2,762.0,IL
3333703,201614103547,0.2959,4,MDW,1.0,1.0,WN,1.0,616.0,0.0,2082.0,5,2082.0,IL
1528712,201611271265,0.1635,2,ORD,1.0,1.0,B6,4.0,242.0,0.0,1480.0,3,1480.0,IL
1066672,201612542805,0.9674,1,ORD,0.0,1.0,MQ,1.0,505.0,0.0,522.0,2,522.0,IL
275685,201613513701,0.1781,2,ORD,1.0,1.0,UA,1.0,399.0,0.0,2240.0,5,2240.0,IL
1712713,20161719344,0.1095,2,ORD,1.0,1.0,AA,4.0,377.0,0.0,3442.0,7,3442.0,IL
1042416,201612542210,0.9186,1,ORD,0.0,1.0,MQ,1.0,237.0,0.0,258.0,1,258.0,IL
1036905,20161697460,0.1554,1,ORD,0.0,1.0,AA,4.0,271.0,0.0,1744.0,4,1744.0,IL
2261650,201611936442,0.1292,4,ORD,1.0,0.0,DL,1.0,420.0,0.0,3251.0,7,3251.0,IL
3020100,20161683064,0.1244,3,ORD,1.0,0.0,AA,1.0,178.0,0.0,1431.0,3,1431.0,IL
918740,201613493109,0.5146,1,ORD,0.0,1.0,UA,1.0,476.0,0.0,925.0,2,925.0,IL
1208582,201612424378,0.2392,1,ORD,0.0,1.0,G7,1.0,177.0,0.0,740.0,2,740.0,IL
1667206,201613504807,0.501,2,ORD,1.0,0.0,UA,1.0,492.0,0.0,982.0,2,982.0,IL
137055,201613505551,0.1015,2,ORD,1.0,1.0,UA,1.0,243.0,0.0,2394.0,5,2394.0,IL
785595,201613503874,0.0577,2,ORD,1.0,1.0,UA,8.0,116.0,0.0,2010.0,5,2010.0,IL
487554,201611933143,0.2475,2,ORD,1.0,1.0,DL,1.0,300.0,0.0,1212.0,3,1212.0,IL
350322,201612868169,0.951,2,ORD,1.0,0.0,OO,1.0,544.0,0.0,572.0,2,572.0,IL
1024321,201612290079,3.3431,1,ORD,0.0,1.0,EV,1.0,458.0,0.0,137.0,1,137.0,IL
1558397,201614105115,0.6373,2,MDW,1.0,1.0,WN,1.0,390.0,0.0,612.0,2,612.0,IL
1279716,201612535466,3.352,1,ORD,0.0,1.0,MQ,1.0,657.0,0.0,196.0,1,196.0,IL
1305872,20161697588,0.3589,1,ORD,0.0,1.0,AA,1.0,626.0,0.0,1744.0,4,1744.0,IL
435306,201613484528,0.2658,2,ORD,1.0,1.0,UA,2.0,472.0,0.0,1776.0,4,1776.0,IL
2249105,201614098605,0.1525,4,MDW,1.0,1.0,WN,3.0,327.0,0.0,2144.0,5,2144.0,IL
2745762,20161696114,0.1262,2,ORD,0.0,1.0,AA,1.0,295.0,0.0,2338.0,5,2338.0,IL
1441478,201614563405,0.2083,2,ORD,1.0,0.0,YX,1.0,370.0,0.0,1776.0,4,1776.0,IL
1116281,201613505268,0.1763,1,ORD,0.0,1.0,UA,1.0,211.0,0.0,1197.0,3,1197.0,IL
1490054,201614100311,0.23,2,MDW,1.0,1.0,WN,5.0,396.0,0.0,1722.0,4,1722.0,IL
1011622,20161723368,0.4358,1,ORD,0.0,1.0,AA,1.0,441.0,0.0,1012.0,3,1012.0,IL
1320218,20161717142,0.8866,1,ORD,0.0,1.0,AA,1.0,993.0,0.0,1120.0,3,1120.0,IL
1479727,201612290471,0.2229,2,ORD,1.0,1.0,EV,2.0,329.0,0.0,1476.0,3,1476.0,IL
135998,201612291981,0.5697,2,ORD,1.0,0.0,EV,1.0,474.0,0.0,832.0,2,832.0,IL
3061220,201613489271,0.5406,3,ORD,1.0,0.0,UA,1.0,926.0,0.0,2488.0,5,1713.0,IL
2847168,201613510883,0.249,2,ORD,1.0,1.0,UA,2.0,717.0,0.0,2880.0,6,2880.0,IL
1043861,201612862207,0.1667,1,ORD,0.0,1.0,OO,2.0,101.0,0.0,606.0,2,606.0,IL
38053,201611829900,0.2758,2,MDW,1.0,1.0,DL,2.0,326.0,0.0,1182.0,3,1182.0,IL
1592725,201612288360,0.7534,2,ORD,1.0,1.0,EV,1.0,880.0,0.0,1168.0,3,1168.0,IL
899308,201612541296,1.1269,1,ORD,0.0,1.0,MQ,2.0,302.0,0.0,268.0,1,268.0,IL
700772,201612293337,0.715,2,ORD,1.0,0.0,EV,1.0,868.0,0.0,1214.0,3,1214.0,IL
909606,201612866945,0.8743,1,ORD,0.0,1.0,OO,1.0,292.0,0.0,334.0,1,334.0,IL
3069145,201612422936,0.2832,3,ORD,1.0,0.0,G7,1.0,665.0,0.0,2499.0,5,2348.0,IL
261040,201614114354,0.1162,2,MDW,1.0,1.0,WN,4.0,407.0,0.0,3502.0,8,3502.0,IL
723784,201614100196,0.1028,2,MDW,1.0,1.0,WN,23.0,177.0,0.0,1722.0,4,1722.0,IL
289238,201613487491,0.1843,2,ORD,1.0,1.0,UA,3.0,265.0,0.0,1438.0,3,1438.0,IL
2734500,201613737329,0.1094,2,ORD,1.0,1.0,VX,1.0,404.0,0.0,3692.0,8,3692.0,IL
3098514,20161706141,0.1383,3,ORD,1.0,1.0,AA,1.0,331.0,0.0,2394.0,5,2394.0,IL
2182538,201612868499,0.1902,4,ORD,1.0,1.0,OO,2.0,651.0,0.0,3422.0,7,3422.0,IL
2988735,201613484715,0.4825,2,ORD,1.0,1.0,UA,1.0,857.0,0.0,1776.0,4,1776.0,IL
3121216,20161684282,0.249,3,ORD,1.0,0.0,AA,1.0,446.0,0.0,1791.0,4,1791.0,IL
2660321,201612831757,0.6454,2,MDW,0.0,1.0,OO,1.0,515.0,0.0,798.0,2,798.0,IL
598130,20161693770,0.2264,2,ORD,1.0,1.0,AA,1.0,456.0,0.0,2014.0,5,2014.0,IL
1039692,20161697510,0.219,1,ORD,0.0,1.0,AA,3.0,382.0,0.0,1744.0,4,1744.0,IL
742634,201612536340,0.581,2,ORD,1.0,1.0,MQ,1.0,366.0,0.0,630.0,2,630.0,IL
297849,201613484510,0.2528,2,ORD,1.0,1.0,UA,1.0,449.0,0.0,1776.0,4,1776.0,IL
1233374,201614108235,0.0763,1,MDW,0.0,1.0,WN,9.0,116.0,0.0,1521.0,4,1521.0,IL
742513,201612867928,0.2833,2,ORD,1.0,0.0,OO,1.0,366.0,0.0,1292.0,3,1292.0,IL
1536529,20161716891,0.1481,2,ORD,1.0,1.0,AA,1.0,495.0,0.0,3342.0,7,3342.0,IL
1051300,201613046017,0.5304,1,ORD,0.0,1.0,S5,1.0,157.0,0.0,296.0,1,296.0,IL
959552,201612422331,0.7673,1,ORD,0.0,1.0,G7,1.0,465.0,0.0,606.0,2,606.0,IL
277963,20161700821,0.2722,2,ORD,1.0,1.0,AA,1.0,399.0,0.0,1466.0,3,1466.0,IL
1607154,20161692505,0.2474,2,ORD,0.0,0.0,AA,1.0,405.0,0.0,1637.0,4,1637.0,IL
3152154,201613737054,0.0733,3,ORD,1.0,1.0,VX,1.0,288.0,0.0,3927.0,8,3927.0,IL
2187016,201612425634,0.3969,4,ORD,1.0,0.0,G7,1.0,860.0,0.0,2302.0,5,2167.0,IL
2891852,201612292871,0.5181,2,ORD,1.0,1.0,EV,1.0,801.0,0.0,1546.0,4,1546.0,IL
2294993,20161692272,0.0937,4,ORD,1.0,1.0,AA,1.0,313.0,0.0,3340.0,7,3340.0,IL
859554,201612293499,0.494,2,ORD,1.0,0.0,EV,1.0,578.0,0.0,1170.0,3,1170.0,IL
1378933,201614107778,0.3544,2,MDW,1.0,1.0,WN,1.0,409.0,0.0,1154.0,3,1154.0,IL
3065488,201614116594,0.1667,3,MDW,1.0,1.0,WN,1.0,591.0,0.0,3546.0,8,3546.0,IL
2744606,201612425397,0.1807,2,ORD,1.0,0.0,G7,1.0,245.0,0.0,1356.0,3,1356.0,IL
369230,201614114804,0.4304,2,MDW,1.0,1.0,WN,1.0,575.0,0.0,1336.0,3,1336.0,IL
2731076,2016161930,0.3002,2,ORD,0.0,0.0,9E,1.0,323.0,0.0,1076.0,3,1076.0,IL
3403059,20161690611,0.2599,4,ORD,1.0,0.0,AA,1.0,629.0,0.0,2420.0,5,2420.0,IL
1499192,201612535753,0.6424,2,ORD,1.0,1.0,MQ,1.0,406.0,0.0,632.0,2,632.0,IL
1146284,201614565835,2.6923,1,ORD,0.0,1.0,YX,1.0,770.0,0.0,286.0,1,286.0,IL
2756850,201612864409,1.3333,2,ORD,1.0,0.0,OO,1.0,704.0,0.0,528.0,2,528.0,IL
117793,20161700513,0.1508,2,ORD,1.0,0.0,AA,1.0,221.0,0.0,1466.0,3,1466.0,IL
826721,20161695261,0.2627,2,ORD,1.0,0.0,AA,1.0,621.0,0.0,2364.0,5,2364.0,IL
1499097,201612865996,0.3452,2,ORD,1.0,1.0,OO,1.0,406.0,0.0,1176.0,3,1176.0,IL
3258634,201613480253,0.1702,3,ORD,1.0,0.0,UA,1.0,206.0,0.0,1255.0,3,1210.0,IL
944346,20161720852,0.1476,1,ORD,0.0,1.0,AA,1.0,270.0,0.0,1829.0,4,1829.0,IL
840756,201611933412,0.2581,2,ORD,0.0,1.0,DL,1.0,566.0,0.0,2193.0,5,2193.0,IL
1596782,201614563097,0.277,2,ORD,1.0,1.0,YX,2.0,339.0,0.0,1224.0,3,1224.0,IL
702527,201614104164,0.1295,2,MDW,0.0,1.0,WN,1.0,200.0,0.0,1544.0,4,1544.0,IL
2324532,201611933383,0.2954,4,ORD,1.0,1.0,DL,1.0,680.0,0.0,2302.0,5,2302.0,IL
1662775,201613046882,0.9213,2,ORD,1.0,0.0,S5,2.0,433.0,0.0,470.0,1,470.0,IL
214518,201614565206,0.4671,2,ORD,1.0,0.0,YX,1.0,312.0,0.0,668.0,2,668.0,IL
962,201612863598,1.0612,2,ORD,1.0,0.0,OO,1.0,416.0,0.0,392.0,1,392.0,IL
1170936,20161694541,0.5761,1,ORD,0.0,1.0,AA,1.0,681.0,0.0,1182.0,3,1182.0,IL
1532677,201613483697,0.082,2,ORD,0.0,0.0,UA,5.0,119.0,0.0,1451.0,3,1451.0,IL
11209,20161698286,0.08,2,ORD,1.0,1.0,AA,3.0,279.0,0.0,3488.0,7,3488.0,IL
1569206,201614563091,0.2745,2,ORD,1.0,0.0,YX,1.0,336.0,0.0,1224.0,3,1224.0,IL
1563160,20161688633,0.2179,2,ORD,1.0,0.0,AA,1.0,387.0,0.0,1776.0,4,1776.0,IL
792562,201614111888,0.2652,2,MDW,1.0,1.0,WN,2.0,525.0,0.0,1980.0,4,1980.0,IL
1730910,201611933213,0.3416,2,ORD,1.0,1.0,DL,1.0,414.0,0.0,1212.0,3,1212.0,IL
751329,201612863998,0.7162,2,ORD,1.0,0.0,OO,1.0,424.0,0.0,592.0,2,592.0,IL
1074218,201611270746,0.2399,1,ORD,0.0,1.0,B6,1.0,208.0,0.0,867.0,2,867.0,IL
3335317,201613498759,0.1263,4,ORD,1.0,0.0,UA,1.0,616.0,0.0,4956.0,10,4876.0,IL
2790443,201613520363,0.1999,2,ORD,1.0,1.0,UA,2.0,690.0,0.0,3452.0,7,3452.0,IL
274192,201614562844,0.7061,2,ORD,1.0,0.0,YX,1.0,418.0,0.0,592.0,2,592.0,IL
782349,201612422988,0.3828,2,ORD,1.0,1.0,G7,1.0,908.0,0.0,2372.0,5,2372.0,IL
2519515,201612270742,0.0905,5,MDW,0.0,0.0,EV,1.0,480.0,0.0,5305.0,11,5305.0,IL
198823,201611337625,0.4594,2,MDW,0.0,0.0,CP,1.0,385.0,0.0,838.0,2,838.0,IL
1501590,201614118050,0.2032,2,MDW,1.0,1.0,WN,5.0,421.0,0.0,2072.0,5,2072.0,IL
1282989,201613737129,0.0937,1,ORD,0.0,1.0,VX,12.0,173.0,0.0,1846.0,4,1846.0,IL
1187927,20161681508,0.1799,1,ORD,0.0,1.0,AA,2.0,156.0,0.0,867.0,2,867.0,IL
527488,201612541657,0.3077,2,ORD,1.0,1.0,MQ,1.0,176.0,0.0,572.0,2,572.0,IL
3058372,201612291186,0.5466,3,ORD,1.0,0.0,EV,1.0,475.0,0.0,1021.0,3,869.0,IL
1144433,201612864164,2.6667,1,ORD,0.0,1.0,OO,1.0,704.0,0.0,264.0,1,264.0,IL
3334269,201611931457,0.2004,4,ORD,1.0,1.0,DL,3.0,339.0,0.0,1692.0,4,1692.0,IL
2851192,201611271772,0.1472,2,ORD,1.0,1.0,B6,1.0,610.0,0.0,4144.0,9,4144.0,IL
2909863,201613495641,0.3259,2,ORD,1.0,1.0,UA,1.0,603.0,0.0,1850.0,4,1850.0,IL
665396,201613046611,0.3775,2,ORD,1.0,0.0,S5,1.0,462.0,0.0,1224.0,3,1224.0,IL
3036492,201612537778,0.1244,3,ORD,1.0,0.0,MQ,1.0,319.0,0.0,5130.0,11,2565.0,IL
714430,201613488815,0.1113,2,ORD,1.0,0.0,UA,1.0,263.0,0.0,2364.0,5,2364.0,IL
3041697,201612537763,0.4138,3,ORD,0.0,0.0,MQ,1.0,550.0,0.0,1329.0,3,1329.0,IL
2664800,201614108151,0.2403,2,MDW,1.0,1.0,WN,1.0,408.0,0.0,1698.0,4,1698.0,IL
1104167,20161697404,0.1089,1,ORD,0.0,1.0,AA,7.0,190.0,0.0,1744.0,4,1744.0,IL
142859,201612868074,0.1422,2,ORD,1.0,1.0,OO,3.0,296.0,0.0,2082.0,5,2082.0,IL
559365,201614104493,0.1905,2,MDW,1.0,1.0,WN,1.0,341.0,0.0,1790.0,4,1790.0,IL
1283149,201614098732,0.178,1,MDW,0.0,1.0,WN,11.0,173.0,0.0,972.0,2,972.0,IL
2655115,20161703733,0.2836,2,ORD,1.0,1.0,AA,1.0,570.0,0.0,2010.0,5,2010.0,IL
602907,201611829296,0.243,2,MDW,0.0,0.0,DL,1.0,224.0,0.0,922.0,2,922.0,IL
431728,201613498069,0.2853,2,ORD,1.0,1.0,UA,1.0,864.0,0.0,3028.0,7,3028.0,IL
104983,201613504786,0.2301,2,ORD,1.0,0.0,UA,1.0,226.0,0.0,982.0,2,982.0,IL
1039697,20161719850,0.2069,1,ORD,0.0,1.0,AA,1.0,382.0,0.0,1846.0,4,1846.0,IL
1097061,201613506126,0.6078,1,ORD,0.0,1.0,UA,2.0,203.0,0.0,334.0,1,334.0,IL
600363,201611932455,0.1957,2,ORD,0.0,1.0,DL,1.0,254.0,0.0,1298.0,3,1298.0,IL
3138943,20161701128,0.1489,3,ORD,1.0,0.0,AA,1.0,260.0,0.0,1746.0,4,1746.0,IL
1890785,201612270961,0.2437,4,MDW,1.0,0.0,EV,1.0,428.0,0.0,1756.0,4,1756.0,IL
1496062,201614118379,0.1171,2,MDW,1.0,1.0,WN,2.0,406.0,0.0,3466.0,7,3466.0,IL
2249107,201614100699,0.1668,4,MDW,1.0,1.0,WN,1.0,327.0,0.0,1960.0,4,1960.0,IL
238723,201614564281,0.1881,2,ORD,1.0,1.0,YX,1.0,348.0,0.0,1850.0,4,1850.0,IL
2911778,201614112512,0.1605,2,MDW,1.0,1.0,WN,3.0,112.0,0.0,698.0,2,698.0,IL
589319,20161710336,0.243,2,ORD,1.0,1.0,AA,6.0,556.0,0.0,2288.0,5,2288.0,IL
1572157,201614117003,0.1394,2,MDW,1.0,1.0,WN,5.0,308.0,0.0,2210.0,5,2210.0,IL
1798482,20161692676,0.1158,4,ORD,1.0,1.0,AA,1.0,243.0,0.0,2098.0,5,2098.0,IL
273384,201612293212,0.8101,2,ORD,1.0,1.0,EV,1.0,418.0,0.0,516.0,2,516.0,IL
449885,20161684032,0.4303,2,ORD,0.0,0.0,AA,1.0,290.0,0.0,674.0,2,674.0,IL
3058548,20161688270,0.2038,3,ORD,1.0,1.0,AA,1.0,475.0,0.0,2331.0,5,2331.0,IL
109047,201613498026,0.254,2,ORD,1.0,1.0,UA,1.0,769.0,0.0,3028.0,7,3028.0,IL
3096315,201614099563,0.1764,3,MDW,1.0,1.0,WN,1.0,353.0,0.0,2001.0,5,2001.0,IL
2844921,201613505939,0.2953,2,ORD,1.0,1.0,UA,1.0,707.0,0.0,2394.0,5,2394.0,IL
844843,201611933037,0.1419,2,ORD,1.0,1.0,DL,4.0,172.0,0.0,1212.0,3,1212.0,IL
1917923,201611932496,0.1277,4,ORD,1.0,1.0,DL,1.0,258.0,0.0,2020.0,5,2020.0,IL
1393993,201612290003,0.5649,2,ORD,1.0,0.0,EV,1.0,522.0,0.0,924.0,2,924.0,IL
1919175,201613518094,0.1223,4,ORD,1.0,0.0,UA,1.0,482.0,0.0,3941.0,8,3941.0,IL
2963933,20161681333,0.3265,2,ORD,1.0,1.0,AA,1.0,638.0,0.0,1954.0,4,1954.0,IL
2105787,201612541051,0.1491,4,ORD,1.0,0.0,MQ,1.0,578.0,0.0,3876.0,8,3876.0,IL
1238747,201613498538,0.2632,1,ORD,0.0,1.0,UA,4.0,459.0,0.0,1744.0,4,1744.0,IL
329127,201613480429,0.4164,2,ORD,1.0,1.0,UA,1.0,518.0,0.0,1244.0,3,1244.0,IL
3063742,20161686174,0.1062,3,ORD,1.0,1.0,AA,1.0,225.0,0.0,2118.0,5,2118.0,IL
2894383,20161707172,0.2865,2,ORD,1.0,0.0,AA,1.0,686.0,0.0,2394.0,5,2394.0,IL
1627698,201613497599,0.106,2,ORD,1.0,1.0,UA,2.0,321.0,0.0,3028.0,7,3028.0,IL
756880,201614098134,0.0922,2,MDW,1.0,1.0,WN,2.0,109.0,0.0,1182.0,3,1182.0,IL
2823976,20161714257,0.2486,2,ORD,1.0,1.0,AA,1.0,716.0,0.0,2880.0,6,2880.0,IL
824583,20161720334,0.1013,2,ORD,1.0,1.0,AA,8.0,374.0,0.0,3692.0,8,3692.0,IL
172942,201613501425,0.1739,2,ORD,1.0,0.0,UA,1.0,255.0,0.0,1466.0,3,1466.0,IL
2904652,201614115453,0.1839,2,MDW,1.0,1.0,WN,2.0,531.0,0.0,2888.0,6,2888.0,IL
971627,201614113350,0.2912,1,MDW,0.0,1.0,WN,4.0,537.0,0.0,1844.0,4,1844.0,IL
911654,20161718087,0.1735,1,ORD,0.0,1.0,AA,1.0,299.0,0.0,1723.0,4,1723.0,IL
1718496,201614106158,0.2391,2,MDW,1.0,1.0,WN,3.0,558.0,0.0,2334.0,5,2334.0,IL
944133,201612868272,0.216,1,ORD,0.0,1.0,OO,1.0,270.0,0.0,1250.0,3,1250.0,IL
1880850,201613047374,0.0995,4,ORD,1.0,0.0,S5,1.0,259.0,0.0,2602.0,6,2602.0,IL
202696,20161680875,0.2409,2,ORD,1.0,0.0,AA,1.0,292.0,0.0,1212.0,3,1212.0,IL
2583607,201613483431,0.2706,6,ORD,1.0,0.0,UA,1.0,829.0,0.0,3064.0,7,3064.0,IL
2670159,20161700173,0.2231,2,ORD,0.0,1.0,AA,1.0,408.0,0.0,1829.0,4,1829.0,IL
568680,201613485746,0.1191,2,ORD,1.0,0.0,UA,1.0,191.0,0.0,1604.0,4,1604.0,IL
1473033,201613510535,0.1319,2,ORD,1.0,1.0,UA,2.0,380.0,0.0,2880.0,6,2880.0,IL
1017087,201613483207,0.4268,1,ORD,0.0,1.0,UA,1.0,379.0,0.0,888.0,2,888.0,IL
762226,201613515197,0.1493,2,ORD,1.0,1.0,UA,4.0,514.0,0.0,3442.0,7,3442.0,IL
228261,201614105872,0.0865,2,MDW,1.0,1.0,WN,6.0,202.0,0.0,2334.0,5,2334.0,IL
1612808,201614112653,0.4097,2,MDW,1.0,1.0,WN,4.0,286.0,0.0,698.0,2,698.0,IL
2053854,201614117942,0.1453,4,MDW,1.0,1.0,WN,1.0,457.0,0.0,3146.0,7,3146.0,IL
3109753,201614117893,0.2013,3,MDW,1.0,1.0,WN,1.0,418.0,0.0,2077.0,5,2077.0,IL
3158565,201613046007,0.2048,3,ORD,1.0,0.0,S5,1.0,255.0,0.0,1375.0,3,1245.0,IL
2814678,201614118950,0.2252,2,MDW,1.0,1.0,WN,1.0,828.0,0.0,3676.0,8,3676.0,IL
833208,201614109796,0.1663,2,MDW,1.0,1.0,WN,1.0,582.0,0.0,3500.0,8,3500.0,IL
2745753,20161687675,0.241,2,ORD,1.0,1.0,AA,1.0,295.0,0.0,1224.0,3,1224.0,IL
2796175,201613494427,0.0911,2,ORD,0.0,1.0,UA,1.0,210.0,0.0,2304.0,5,2304.0,IL
1967734,201612270692,0.3114,4,MDW,1.0,0.0,EV,1.0,787.0,0.0,2527.0,6,2527.0,IL
3029951,201614103471,0.1099,3,MDW,1.0,1.0,WN,1.0,183.0,0.0,1665.0,4,1665.0,IL
652372,201613478675,0.3193,2,ORD,1.0,1.0,UA,2.0,500.0,0.0,1566.0,4,1566.0,IL
840879,201612290392,0.4905,2,ORD,1.0,1.0,EV,2.0,566.0,0.0,1154.0,3,1154.0,IL
842872,201612534230,0.3614,2,ORD,1.0,0.0,MQ,1.0,566.0,0.0,1566.0,4,1566.0,IL
517880,201612864895,0.3276,2,ORD,1.0,0.0,OO,1.0,401.0,0.0,1224.0,3,1224.0,IL
3082934,201612290685,0.2944,3,ORD,1.0,0.0,EV,1.0,575.0,0.0,1953.0,4,1953.0,IL
282443,20161707087,0.2393,2,ORD,1.0,0.0,AA,1.0,573.0,0.0,2394.0,5,2394.0,IL
1733890,201614117177,0.2416,2,MDW,1.0,1.0,WN,2.0,534.0,0.0,2210.0,5,2210.0,IL
977066,20161716484,0.5356,1,ORD,0.0,1.0,AA,1.0,346.0,0.0,646.0,2,646.0,IL
3086237,201612864497,0.1689,3,ORD,1.0,0.0,OO,1.0,346.0,0.0,2049.0,5,2049.0,IL
1586106,201614563889,0.2681,2,ORD,1.0,1.0,YX,1.0,541.0,0.0,2018.0,5,2018.0,IL
647464,20161717846,0.3379,2,ORD,1.0,1.0,AA,1.0,757.0,0.0,2240.0,5,2240.0,IL
809928,201613504121,0.1557,2,ORD,1.0,1.0,UA,1.0,313.0,0.0,2010.0,5,2010.0,IL
1066360,20161682796,0.3122,1,ORD,0.0,1.0,AA,1.0,187.0,0.0,599.0,2,599.0,IL
621909,20161710386,0.3007,2,ORD,1.0,1.0,AA,1.0,688.0,0.0,2288.0,5,2288.0,IL
244870,201613048407,0.9243,2,ORD,1.0,0.0,S5,1.0,745.0,0.0,806.0,2,806.0,IL
190925,201614565764,0.2699,2,ORD,1.0,1.0,YX,3.0,562.0,0.0,2082.0,5,2082.0,IL
2683386,201614118951,0.2291,2,MDW,1.0,1.0,WN,1.0,842.0,0.0,3676.0,8,3676.0,IL
1558380,201614106040,0.1671,2,MDW,1.0,1.0,WN,10.0,390.0,0.0,2334.0,5,2334.0,IL
436716,201614104340,0.0849,2,MDW,1.0,1.0,WN,22.0,152.0,0.0,1790.0,4,1790.0,IL
653969,201612364399,0.0624,2,ORD,1.0,1.0,F9,1.0,156.0,0.0,2500.0,6,2500.0,IL
